subject,threshold_disappear,threshold_stable,avg_pct_stable,avg_pct_evolve,avg_pct_merge,avg_pct_mismatch,avg_pct_disappear,total_merge_groups,total_new
physics,0.2,0.6,62.59,26.96,1.88,2.14,6.43,30,122
