subject,topic_id,window_from,window_to,rbo_sim,endpoint_drift,n_words_first,n_words_last,n_kept,n_removed,n_added,pct_kept,words_first,words_last,words_kept,words_added,words_removed
cs,0,2000–2005,2020–2025,0.404025,0.595975,48,16,7,41,9,14.58,"graphs, graph, log, planar, coloring, problem, bhlevel, bits, connected, constriction, convex, crease, crossing, csp, delaunay, edges, eps, equiv, exactcolor, flipturn, flipturns, geq, gg, gi, hbox, hh, hinged, iso, jones, minimum, motwani, np, packing, perfect, polygon, polygons, polyhedra, polylog, rectilinear, rm, spanning, ssss, tree, triconnected, uc, vec, venn, vrn","gg, graph, graphs, kk, log, vertex, vertices, problem, mathcal, varepsilon, algorithm, approximation, cal, coloring, frac, hh","coloring, gg, graph, graphs, hh, log, problem","algorithm, approximation, cal, frac, kk, mathcal, varepsilon, vertex, vertices","bhlevel, bits, connected, constriction, convex, crease, crossing, csp, delaunay, edges, eps, equiv, exactcolor, flipturn, flipturns, geq, gi, hbox, hinged, iso"
cs,1,2000–2005,2020–2025,0.317854,0.682146,40,16,5,35,11,12.5,"classical, quantum, complexity, entanglement, bound, classically, coin, lower, protocols, states, 2q1cas, arthur, automata, bit, commitment, communication, computability, computation, coset, fermionic, flipping, gates, group, mechanics, merlin, message, mistrustful, noncomputable, nondeterministic, oblivious, ph, povm, proofs, protocol, qma, qpa, quant, reversible, subgroup, tenth","circuits, classical, computing, quantum, qubit, qubits, circuit, entanglement, computers, states, algorithms, gates, mathsf, mip, qaoa, qkd","classical, entanglement, gates, quantum, states","algorithms, circuit, circuits, computers, computing, mathsf, mip, qaoa, qkd, qubit, qubits","2q1cas, arthur, automata, bit, bound, classically, coin, commitment, communication, complexity, computability, computation, coset, fermionic, flipping, group, lower, mechanics, merlin, message"
cs,3,2000–2005,2020–2025,0.101055,0.898945,33,18,5,28,13,15.15,"observable, markov, optimal, partially, policies, policy, bayes, combinations, decision, departs, economy, evaluating, grep, iteration, leq, market, markovian, optimizing, pomdps, principle, puck, reinforcement, respond, reward, tr, tx, ty, unichain, universe, value, vaps, viewpoint, worlds","learning, policy, reinforcement, reward, rl, offline, exploration, policies, value, action, agent, critic, mdps, environment, function, gradient, meta, rewards","policies, policy, reinforcement, reward, value","action, agent, critic, environment, exploration, function, gradient, learning, mdps, meta, offline, rewards, rl","bayes, combinations, decision, departs, economy, evaluating, grep, iteration, leq, market, markov, markovian, observable, optimal, optimizing, partially, pomdps, principle, puck, respond"
cs,4,2000–2005,2020–2025,0.421403,0.578597,32,25,8,24,17,25.0,"logic, programming, programs, semantics, program, termination, logics, disjunctive, abstract, answer, calculus, computability, default, dlp, fixpoint, founded, fragment, haskell, induction, isabelle, kleene, lambda, moded, negation, nonmonotonic, propositional, ps, rules, traversal, type, typed, valued","logic, semantics, type, calculus, logics, proof, proofs, theory, category, modal, rust, types, algebraic, algebras, calculi, equational, haskell, intuitionistic, mathsf, nc, optics, programs, propositional, sequent, theories","calculus, haskell, logic, logics, programs, propositional, semantics, type","algebraic, algebras, calculi, category, equational, intuitionistic, mathsf, modal, nc, optics, proof, proofs, rust, sequent, theories, theory, types","abstract, answer, computability, default, disjunctive, dlp, fixpoint, founded, fragment, induction, isabelle, kleene, lambda, moded, negation, nonmonotonic, program, programming, ps, rules"
cs,5,2000–2005,2020–2025,0.097137,0.902863,19,19,3,16,16,15.79,"recommender, artifact, centric, connection, evaluating, filtering, grew, hammock, jump, jumps, movie, people, recommendation, relating, systems, ultimately, vacuum, viewpoint, what","item, items, recommendation, recommendations, recommender, user, users, preferences, cold, session, systems, collaborative, contrastive, ctr, interests, llm, personalized, preference, start","recommendation, recommender, systems","cold, collaborative, contrastive, ctr, interests, item, items, llm, personalized, preference, preferences, recommendations, session, start, user, users","artifact, centric, connection, evaluating, filtering, grew, hammock, jump, jumps, movie, people, relating, ultimately, vacuum, viewpoint, what"
cs,6,2000–2005,2020–2025,0.082645,0.917355,47,17,3,44,14,6.38,"protein, proteins, rna, alleles, amino, binding, brian, chains, cluster, editing, editors, eiav, environmentally, evolutionary, expresso, foldings, frequencies, gene, genetic, genomes, genomic, gleaned, hayes, hiv, hla, hydrophilic, lengths, loblolly, microarray, monomers, oligomer, orfs, peptide, phenotypic, pine, rev, rocha, sequence, sites, snp, structure, toolbox, trait, triplet, unassembled, understandings, unique","discovery, drug, molecular, molecules, prediction, protein, chemical, molecule, gene, materials, drugs, proteins, cov, crystal, mirna, sars, structures","gene, protein, proteins","chemical, cov, crystal, discovery, drug, drugs, materials, mirna, molecular, molecule, molecules, prediction, sars, structures","alleles, amino, binding, brian, chains, cluster, editing, editors, eiav, environmentally, evolutionary, expresso, foldings, frequencies, genetic, genomes, genomic, gleaned, hayes, hiv"
cs,9,2000–2005,2020–2025,0.042962,0.957038,52,25,2,50,23,3.85,"parallel, mpi, reconfigurable, arrays, asynchronous, ata, cache, cluster, commands, constraint, defragmentation, defragmenting, desynchronization, disk, disks, g2, grids, infiniband, intel, io, jefferson, lattice, linux, machines, massively, misses, mpd, mpich, mpich2, multicomputers, netbsd, noncontiguous, openmosix, openmp, pcs, processors, pvfs, raid, rdma, routing, sata, simd, simulations, stencil, surface, systolic, texmacs, unix, vme, vth, width, wilkinson","gpu, memory, cpu, gpus, hardware, performance, dram, fpga, mpi, cxl, pim, workloads, applications, cache, compiler, computing, core, cuda, energy, fpgas, host, hpc, latency, nvm, storage","cache, mpi","applications, compiler, computing, core, cpu, cuda, cxl, dram, energy, fpga, fpgas, gpu, gpus, hardware, host, hpc, latency, memory, nvm, performance","arrays, asynchronous, ata, cluster, commands, constraint, defragmentation, defragmenting, desynchronization, disk, disks, g2, grids, infiniband, intel, io, jefferson, lattice, linux, machines"
cs,10,2000–2005,2020–2025,0.000938,0.999062,38,17,1,37,16,2.63,"channel, rescaled, acoustical, allpass, bimachine, blindly, cepstra, cepstral, channels, compiler, converts, delay, dependent, deterministic, enclosure, excitation, filter, flexible, fst, inhomogenieties, instrument, normalization, normalize, opposed, parameterization, rectangular, rescaling, resonances, reverberations, rule, series, signal, speech, subtraction, transducer, transformations, unaffected, unrescaled","acoustic, audio, sound, speaker, speech, voice, enhancement, separation, tts, conversion, auditory, microphone, pitch, singing, spectrogram, synthesis, vocoder",speech,"acoustic, audio, auditory, conversion, enhancement, microphone, pitch, separation, singing, sound, speaker, spectrogram, synthesis, tts, vocoder, voice","acoustical, allpass, bimachine, blindly, cepstra, cepstral, channel, channels, compiler, converts, delay, dependent, deterministic, enclosure, excitation, filter, flexible, fst, inhomogenieties, instrument"
cs,11,2000–2005,2020–2025,0.0,1.0,10,17,0,10,17,0.0,"anyone, company, email, ends, instantaneously, money, payment, paypal, recipients, send","blockchain, contracts, ethereum, smart, transaction, transactions, bitcoin, blockchains, contract, decentralized, chain, consensus, iot, ledger, mev, security, technology",,"bitcoin, blockchain, blockchains, chain, consensus, contract, contracts, decentralized, ethereum, iot, ledger, mev, security, smart, technology, transaction, transactions","anyone, company, email, ends, instantaneously, money, payment, paypal, recipients, send"
cs,12,2000–2005,2020–2025,0.0,1.0,10,20,0,10,20,0.0,"ambitious, automation, automobile, cybercars, european, infrastructures, interurban, last, meet, transport","autonomous, driving, traffic, trajectory, vehicle, vehicles, prediction, safety, driver, lane, pedestrian, scenarios, av, behavior, control, drl, end, planning, road, trajectories",,"autonomous, av, behavior, control, driver, driving, drl, end, lane, pedestrian, planning, prediction, road, safety, scenarios, traffic, trajectories, trajectory, vehicle, vehicles","ambitious, automation, automobile, cybercars, european, infrastructures, interurban, last, meet, transport"
