subject,window_from,window_to,transition,avg_sim,avg_drift,std_drift,n_topics
cs,2000–2005,2005–2010,2000–2005 → 2005–2010,0.23818479591836736,0.7618152040816326,0.2124031652518047,147
cs,2005–2010,2010–2015,2005–2010 → 2010–2015,0.2743334945652174,0.7256665054347826,0.20207853991307162,184
cs,2010–2015,2015–2020,2010–2015 → 2015–2020,0.37135140969162994,0.62864859030837,0.19147437299287035,227
cs,2015–2020,2020–2025,2015–2020 → 2020–2025,0.5354631627906977,0.46453683720930233,0.13974360849307566,258
