subject,threshold_stable,avg_pct_stable,avg_pct_evolve,avg_pct_merge,avg_pct_mismatch,avg_pct_disappear,total_merge_groups,total_new
cs,0.5,18.78,72.17,0.11,0.12,8.81,7,3160
