subject,year_from,year_to,n_topics_t,n_topics_t1,n_stable,n_evolve,n_merge,n_mismatch,n_disappear,n_merge_groups,n_new,pct_stable,pct_evolve,pct_merge,pct_mismatch,pct_disappear
cs,2000,2001,47,63,2,39,0,0,6,0,61,4.26,82.98,0.0,0.0,12.77
cs,2001,2002,63,65,3,43,0,0,17,0,62,4.76,68.25,0.0,0.0,26.98
cs,2002,2003,65,74,2,50,0,0,13,0,72,3.08,76.92,0.0,0.0,20.0
cs,2003,2004,74,95,1,60,0,0,13,0,94,1.35,81.08,0.0,0.0,17.57
cs,2004,2005,95,87,0,72,0,0,23,0,87,0.0,75.79,0.0,0.0,24.21
cs,2005,2006,87,88,2,73,0,0,12,0,86,2.3,83.91,0.0,0.0,13.79
cs,2006,2007,88,82,4,62,0,0,22,0,78,4.55,70.45,0.0,0.0,25.0
cs,2007,2008,82,100,4,67,0,0,11,0,96,4.88,81.71,0.0,0.0,13.41
cs,2008,2009,100,108,2,82,0,0,16,0,106,2.0,82.0,0.0,0.0,16.0
cs,2009,2010,108,126,2,93,0,0,13,0,124,1.85,86.11,0.0,0.0,12.04
cs,2010,2011,126,144,3,111,0,0,12,0,141,2.38,88.1,0.0,0.0,9.52
cs,2011,2012,144,161,10,122,0,0,12,0,151,6.94,84.72,0.0,0.0,8.33
cs,2012,2013,161,178,13,142,0,0,6,0,165,8.07,88.2,0.0,0.0,3.73
cs,2013,2014,178,185,15,155,0,0,8,0,170,8.43,87.08,0.0,0.0,4.49
cs,2014,2015,185,198,16,161,0,0,8,0,182,8.65,87.03,0.0,0.0,4.32
cs,2015,2016,198,225,23,168,0,0,7,0,202,11.62,84.85,0.0,0.0,3.54
cs,2016,2017,225,239,27,194,0,0,4,0,212,12.0,86.22,0.0,0.0,1.78
cs,2017,2018,239,251,51,186,0,0,2,0,200,21.34,77.82,0.0,0.0,0.84
cs,2018,2019,251,255,72,176,0,0,3,0,183,28.69,70.12,0.0,0.0,1.2
cs,2019,2020,255,257,101,153,0,0,1,0,156,39.61,60.0,0.0,0.0,0.39
cs,2020,2021,257,258,135,119,1,1,1,1,122,52.53,46.3,0.39,0.39,0.39
cs,2021,2022,258,260,138,116,2,2,0,2,120,53.49,44.96,0.78,0.78,0.0
cs,2022,2023,260,261,139,119,1,1,0,1,121,53.46,45.77,0.38,0.38,0.0
cs,2023,2024,261,261,165,93,1,2,0,1,94,63.22,35.63,0.38,0.77,0.0
cs,2024,2025,261,260,183,74,2,2,0,2,75,70.11,28.35,0.77,0.77,0.0
