subject,num_topics,num_years,unique_keywords,avg_keyword_freq,coherence_mean,coherence_std,irbo_mean,irbo_std,quality_mean,quality_std,topics_growing,topics_stable,topics_declining
physics,50,26,3514,1123.99,0.541323,0.129489,0.999161,0.000226,0.693014,0.114166,18,16,16
