subject,year,topic_id,doc_count,total_docs_year,proportion,top_words
physics,2001,27,18,1000,0.018,"particle, liquid, droplet, dynamic, polymer"
physics,2001,28,38,1000,0.038,"wave, frequency, polarization, amplitude, mode"
physics,2001,29,32,1000,0.032,"energy, electron, proton, particle, target"
physics,2001,30,6,1000,0.006,"ion, pressure, gas, mixture, pore"
physics,2001,31,4,1000,0.004,"image, imaging, reconstruction, resolution, metasurface"
physics,2001,32,1,1000,0.001,"radiation, source, emission, dose, antenna"
physics,2001,33,5,1000,0.005,"neutron, background, nuclear, dark_matter, search"
physics,2001,34,18,1000,0.018,"medium, acoustic, dielectric, metamaterial, propagation"
physics,2001,35,16,1000,0.016,"quantum, photon, classical, qubit, entanglement"
physics,2001,36,6,1000,0.006,"network, node, graph, structure, community"
physics,2001,37,7,1000,0.007,"group, social, agent, individual, dynamic"
physics,2001,38,26,1000,0.026,"scale, turbulence, energy, turbulent, fluctuation"
physics,2001,39,21,1000,0.021,"flow, fluid, velocity, vortex, wall"
physics,2001,40,5,1000,0.005,"nonlinear, stability, dynamic, self, soliton"
physics,2001,41,50,1000,0.05,"energy, calculation, theory, cluster, molecular"
physics,2001,42,0,1000,0.0,"response, domain, speed, ferroelectric, sound"
physics,2001,43,12,1000,0.012,"space, earth, solar, observation, solar_wind"
physics,2001,44,16,1000,0.016,"algorithm, numerical, scheme, optimization, computational"
physics,2001,45,25,1000,0.025,"detector, sensor, resolution, detection, test"
physics,2001,46,34,1000,0.034,"information, theory, event, physical, law"
physics,2001,47,15,1000,0.015,"phase, temperature, transition, thermal, thermodynamic"
physics,2001,48,26,1000,0.026,"plasma, particle, electron, density, shock"
physics,2001,49,129,1000,0.129,"field, theory, particle, mass, gravitational"
physics,2002,0,25,1000,0.025,"climate, atmospheric, event, wind, solar"
physics,2002,1,36,1000,0.036,"transition, atomic, level, line, clock"
physics,2002,2,3,1000,0.003,"band, graphene, charge, transport, edge"
physics,2002,3,17,1000,0.017,"magnetic, spin, magnetic_field, field, effect"
physics,2002,4,64,1000,0.064,"function, matrix, approximation, term, order"
physics,2002,5,2,1000,0.002,"chiral, lens, mirror, meta, chirality"
physics,2002,6,17,1000,0.017,"laser, pulse, electron, ray, intensity"
physics,2002,7,29,1000,0.029,"distribution, correlation, stochastic, probability, random"
physics,2002,8,11,1000,0.011,"interaction, body, particle, pair, long_range"
physics,2002,9,12,1000,0.012,"diffusion, reaction, growth, rate, chemical"
physics,2002,10,35,1000,0.035,"atom, trap, atomic, collision, optical"
physics,2002,11,19,1000,0.019,"noise, measurement, signal, error, uncertainty"
physics,2002,12,39,1000,0.039,"dynamic, excitation, molecule, molecular, coupling"
physics,2002,13,12,1000,0.012,"population, city, epidemic, datum, urban"
physics,2002,14,15,1000,0.015,"datum, prediction, neural_network, dataset, training"
physics,2002,15,6,1000,0.006,"optical, spectral, light, detection, absorption"
physics,2002,16,4,1000,0.004,"surface, water, machine_learning, interface, adsorption"
physics,2002,17,33,1000,0.033,"physics, science, student, scientific, development"
physics,2002,18,4,1000,0.004,"device, power, control, voltage, channel"
physics,2002,19,8,1000,0.008,"layer, optical, film, plasmonic, nanoparticle"
physics,2002,20,4,1000,0.004,"cost, technology, energy, storage, design"
physics,2002,21,17,1000,0.017,"symmetry, space, topological, dimensional, lattice"
physics,2002,22,18,1000,0.018,"cell, force, mechanical, motion, active"
physics,2002,23,13,1000,0.013,"optical, mode, cavity, photonic, frequency"
physics,2002,24,35,1000,0.035,"beam, accelerator, transverse, bunch, design"
physics,2002,25,1,1000,0.001,"material, crystal, structure, property, structural"
physics,2002,26,24,1000,0.024,"protein, star, dna, sequence, molecular"
physics,2002,27,30,1000,0.03,"particle, liquid, droplet, dynamic, polymer"
physics,2002,28,42,1000,0.042,"wave, frequency, polarization, amplitude, mode"
physics,2002,29,17,1000,0.017,"energy, electron, proton, particle, target"
physics,2002,30,6,1000,0.006,"ion, pressure, gas, mixture, pore"
physics,2002,31,7,1000,0.007,"image, imaging, reconstruction, resolution, metasurface"
physics,2002,32,2,1000,0.002,"radiation, source, emission, dose, antenna"
physics,2002,33,4,1000,0.004,"neutron, background, nuclear, dark_matter, search"
physics,2002,34,17,1000,0.017,"medium, acoustic, dielectric, metamaterial, propagation"
physics,2002,35,8,1000,0.008,"quantum, photon, classical, qubit, entanglement"
physics,2002,36,8,1000,0.008,"network, node, graph, structure, community"
physics,2002,37,5,1000,0.005,"group, social, agent, individual, dynamic"
physics,2002,38,21,1000,0.021,"scale, turbulence, energy, turbulent, fluctuation"
physics,2002,39,31,1000,0.031,"flow, fluid, velocity, vortex, wall"
physics,2002,40,10,1000,0.01,"nonlinear, stability, dynamic, self, soliton"
physics,2002,41,53,1000,0.053,"energy, calculation, theory, cluster, molecular"
physics,2002,42,0,1000,0.0,"response, domain, speed, ferroelectric, sound"
physics,2002,43,11,1000,0.011,"space, earth, solar, observation, solar_wind"
physics,2002,44,16,1000,0.016,"algorithm, numerical, scheme, optimization, computational"
physics,2002,45,30,1000,0.03,"detector, sensor, resolution, detection, test"
physics,2002,46,24,1000,0.024,"information, theory, event, physical, law"
physics,2002,47,30,1000,0.03,"phase, temperature, transition, thermal, thermodynamic"
physics,2002,48,25,1000,0.025,"plasma, particle, electron, density, shock"
physics,2002,49,100,1000,0.1,"field, theory, particle, mass, gravitational"
physics,2003,0,18,1025,0.017561,"climate, atmospheric, event, wind, solar"
physics,2003,1,35,1025,0.034146,"transition, atomic, level, line, clock"
physics,2003,2,7,1025,0.006829,"band, graphene, charge, transport, edge"
physics,2003,3,13,1025,0.012683,"magnetic, spin, magnetic_field, field, effect"
physics,2003,4,55,1025,0.053659,"function, matrix, approximation, term, order"
physics,2003,5,0,1025,0.0,"chiral, lens, mirror, meta, chirality"
physics,2003,6,22,1025,0.021463,"laser, pulse, electron, ray, intensity"
physics,2003,7,45,1025,0.043902,"distribution, correlation, stochastic, probability, random"
physics,2003,8,11,1025,0.010732,"interaction, body, particle, pair, long_range"
physics,2003,9,11,1025,0.010732,"diffusion, reaction, growth, rate, chemical"
physics,2003,10,20,1025,0.019512,"atom, trap, atomic, collision, optical"
physics,2003,11,21,1025,0.020488,"noise, measurement, signal, error, uncertainty"
physics,2003,12,30,1025,0.029268,"dynamic, excitation, molecule, molecular, coupling"
physics,2003,13,9,1025,0.00878,"population, city, epidemic, datum, urban"
physics,2003,14,17,1025,0.016585,"datum, prediction, neural_network, dataset, training"
physics,2003,15,11,1025,0.010732,"optical, spectral, light, detection, absorption"
physics,2003,16,2,1025,0.001951,"surface, water, machine_learning, interface, adsorption"
physics,2003,17,40,1025,0.039024,"physics, science, student, scientific, development"
physics,2003,18,14,1025,0.013659,"device, power, control, voltage, channel"
physics,2003,19,6,1025,0.005854,"layer, optical, film, plasmonic, nanoparticle"
physics,2003,20,7,1025,0.006829,"cost, technology, energy, storage, design"
physics,2003,21,26,1025,0.025366,"symmetry, space, topological, dimensional, lattice"
physics,2003,22,15,1025,0.014634,"cell, force, mechanical, motion, active"
physics,2003,23,31,1025,0.030244,"optical, mode, cavity, photonic, frequency"
physics,2003,24,23,1025,0.022439,"beam, accelerator, transverse, bunch, design"
physics,2003,25,0,1025,0.0,"material, crystal, structure, property, structural"
physics,2003,26,32,1025,0.03122,"protein, star, dna, sequence, molecular"
physics,2003,27,25,1025,0.02439,"particle, liquid, droplet, dynamic, polymer"
physics,2003,28,33,1025,0.032195,"wave, frequency, polarization, amplitude, mode"
physics,2003,29,25,1025,0.02439,"energy, electron, proton, particle, target"
physics,2003,30,11,1025,0.010732,"ion, pressure, gas, mixture, pore"
physics,2003,31,7,1025,0.006829,"image, imaging, reconstruction, resolution, metasurface"
physics,2003,32,2,1025,0.001951,"radiation, source, emission, dose, antenna"
physics,2003,33,8,1025,0.007805,"neutron, background, nuclear, dark_matter, search"
physics,2003,34,17,1025,0.016585,"medium, acoustic, dielectric, metamaterial, propagation"
physics,2003,35,4,1025,0.003902,"quantum, photon, classical, qubit, entanglement"
physics,2003,36,9,1025,0.00878,"network, node, graph, structure, community"
physics,2003,37,11,1025,0.010732,"group, social, agent, individual, dynamic"
physics,2003,38,19,1025,0.018537,"scale, turbulence, energy, turbulent, fluctuation"
physics,2003,39,29,1025,0.028293,"flow, fluid, velocity, vortex, wall"
physics,2003,40,14,1025,0.013659,"nonlinear, stability, dynamic, self, soliton"
physics,2003,41,53,1025,0.051707,"energy, calculation, theory, cluster, molecular"
physics,2003,42,1,1025,0.000976,"response, domain, speed, ferroelectric, sound"
physics,2003,43,5,1025,0.004878,"space, earth, solar, observation, solar_wind"
physics,2003,44,24,1025,0.023415,"algorithm, numerical, scheme, optimization, computational"
physics,2003,45,46,1025,0.044878,"detector, sensor, resolution, detection, test"
physics,2003,46,26,1025,0.025366,"information, theory, event, physical, law"
physics,2003,47,13,1025,0.012683,"phase, temperature, transition, thermal, thermodynamic"
physics,2003,48,26,1025,0.025366,"plasma, particle, electron, density, shock"
physics,2003,49,96,1025,0.093659,"field, theory, particle, mass, gravitational"
physics,2004,0,25,1276,0.019592,"climate, atmospheric, event, wind, solar"
physics,2004,1,37,1276,0.028997,"transition, atomic, level, line, clock"
physics,2004,2,9,1276,0.007053,"band, graphene, charge, transport, edge"
physics,2004,3,22,1276,0.017241,"magnetic, spin, magnetic_field, field, effect"
physics,2004,4,73,1276,0.05721,"function, matrix, approximation, term, order"
physics,2004,5,3,1276,0.002351,"chiral, lens, mirror, meta, chirality"
physics,2004,6,24,1276,0.018809,"laser, pulse, electron, ray, intensity"
physics,2004,7,40,1276,0.031348,"distribution, correlation, stochastic, probability, random"
physics,2004,8,7,1276,0.005486,"interaction, body, particle, pair, long_range"
physics,2004,9,11,1276,0.008621,"diffusion, reaction, growth, rate, chemical"
physics,2004,10,29,1276,0.022727,"atom, trap, atomic, collision, optical"
physics,2004,11,22,1276,0.017241,"noise, measurement, signal, error, uncertainty"
physics,2004,12,33,1276,0.025862,"dynamic, excitation, molecule, molecular, coupling"
physics,2004,13,9,1276,0.007053,"population, city, epidemic, datum, urban"
physics,2004,14,17,1276,0.013323,"datum, prediction, neural_network, dataset, training"
physics,2004,15,10,1276,0.007837,"optical, spectral, light, detection, absorption"
physics,2004,16,6,1276,0.004702,"surface, water, machine_learning, interface, adsorption"
physics,2004,17,48,1276,0.037618,"physics, science, student, scientific, development"
physics,2004,18,8,1276,0.00627,"device, power, control, voltage, channel"
physics,2004,19,8,1276,0.00627,"layer, optical, film, plasmonic, nanoparticle"
physics,2004,20,3,1276,0.002351,"cost, technology, energy, storage, design"
physics,2004,21,25,1276,0.019592,"symmetry, space, topological, dimensional, lattice"
physics,2004,22,23,1276,0.018025,"cell, force, mechanical, motion, active"
physics,2004,23,33,1276,0.025862,"optical, mode, cavity, photonic, frequency"
physics,2004,24,34,1276,0.026646,"beam, accelerator, transverse, bunch, design"
physics,2004,25,2,1276,0.001567,"material, crystal, structure, property, structural"
physics,2004,26,16,1276,0.012539,"protein, star, dna, sequence, molecular"
physics,2004,27,30,1276,0.023511,"particle, liquid, droplet, dynamic, polymer"
physics,2004,28,39,1276,0.030564,"wave, frequency, polarization, amplitude, mode"
physics,2004,29,46,1276,0.03605,"energy, electron, proton, particle, target"
physics,2004,30,18,1276,0.014107,"ion, pressure, gas, mixture, pore"
physics,2004,31,10,1276,0.007837,"image, imaging, reconstruction, resolution, metasurface"
physics,2004,32,6,1276,0.004702,"radiation, source, emission, dose, antenna"
physics,2004,33,3,1276,0.002351,"neutron, background, nuclear, dark_matter, search"
physics,2004,34,32,1276,0.025078,"medium, acoustic, dielectric, metamaterial, propagation"
physics,2004,35,8,1276,0.00627,"quantum, photon, classical, qubit, entanglement"
physics,2004,36,13,1276,0.010188,"network, node, graph, structure, community"
physics,2004,37,2,1276,0.001567,"group, social, agent, individual, dynamic"
physics,2004,38,26,1276,0.020376,"scale, turbulence, energy, turbulent, fluctuation"
physics,2004,39,41,1276,0.032132,"flow, fluid, velocity, vortex, wall"
physics,2004,40,20,1276,0.015674,"nonlinear, stability, dynamic, self, soliton"
physics,2004,41,52,1276,0.040752,"energy, calculation, theory, cluster, molecular"
physics,2004,42,2,1276,0.001567,"response, domain, speed, ferroelectric, sound"
physics,2004,43,13,1276,0.010188,"space, earth, solar, observation, solar_wind"
physics,2004,44,28,1276,0.021944,"algorithm, numerical, scheme, optimization, computational"
physics,2004,45,51,1276,0.039969,"detector, sensor, resolution, detection, test"
physics,2004,46,30,1276,0.023511,"information, theory, event, physical, law"
physics,2004,47,24,1276,0.018809,"phase, temperature, transition, thermal, thermodynamic"
physics,2004,48,80,1276,0.062696,"plasma, particle, electron, density, shock"
physics,2004,49,125,1276,0.097962,"field, theory, particle, mass, gravitational"
physics,2005,0,28,1612,0.01737,"climate, atmospheric, event, wind, solar"
physics,2005,1,42,1612,0.026055,"transition, atomic, level, line, clock"
physics,2005,2,9,1612,0.005583,"band, graphene, charge, transport, edge"
physics,2005,3,11,1612,0.006824,"magnetic, spin, magnetic_field, field, effect"
physics,2005,4,95,1612,0.058933,"function, matrix, approximation, term, order"
physics,2005,5,2,1612,0.001241,"chiral, lens, mirror, meta, chirality"
physics,2005,6,20,1612,0.012407,"laser, pulse, electron, ray, intensity"
physics,2005,7,75,1612,0.046526,"distribution, correlation, stochastic, probability, random"
physics,2005,8,6,1612,0.003722,"interaction, body, particle, pair, long_range"
physics,2005,9,13,1612,0.008065,"diffusion, reaction, growth, rate, chemical"
physics,2005,10,27,1612,0.016749,"atom, trap, atomic, collision, optical"
physics,2005,11,22,1612,0.013648,"noise, measurement, signal, error, uncertainty"
physics,2005,12,34,1612,0.021092,"dynamic, excitation, molecule, molecular, coupling"
physics,2005,13,43,1612,0.026675,"population, city, epidemic, datum, urban"
physics,2005,14,11,1612,0.006824,"datum, prediction, neural_network, dataset, training"
physics,2005,15,11,1612,0.006824,"optical, spectral, light, detection, absorption"
physics,2005,16,3,1612,0.001861,"surface, water, machine_learning, interface, adsorption"
physics,2005,17,75,1612,0.046526,"physics, science, student, scientific, development"
physics,2005,18,7,1612,0.004342,"device, power, control, voltage, channel"
physics,2005,19,19,1612,0.011787,"layer, optical, film, plasmonic, nanoparticle"
physics,2005,20,3,1612,0.001861,"cost, technology, energy, storage, design"
physics,2005,21,32,1612,0.019851,"symmetry, space, topological, dimensional, lattice"
physics,2005,22,24,1612,0.014888,"cell, force, mechanical, motion, active"
physics,2005,23,53,1612,0.032878,"optical, mode, cavity, photonic, frequency"
physics,2005,24,27,1612,0.016749,"beam, accelerator, transverse, bunch, design"
physics,2005,25,4,1612,0.002481,"material, crystal, structure, property, structural"
physics,2005,26,19,1612,0.011787,"protein, star, dna, sequence, molecular"
physics,2005,27,41,1612,0.025434,"particle, liquid, droplet, dynamic, polymer"
physics,2005,28,62,1612,0.038462,"wave, frequency, polarization, amplitude, mode"
physics,2005,29,33,1612,0.020471,"energy, electron, proton, particle, target"
physics,2005,30,13,1612,0.008065,"ion, pressure, gas, mixture, pore"
physics,2005,31,17,1612,0.010546,"image, imaging, reconstruction, resolution, metasurface"
physics,2005,32,7,1612,0.004342,"radiation, source, emission, dose, antenna"
physics,2005,33,7,1612,0.004342,"neutron, background, nuclear, dark_matter, search"
physics,2005,34,35,1612,0.021712,"medium, acoustic, dielectric, metamaterial, propagation"
physics,2005,35,19,1612,0.011787,"quantum, photon, classical, qubit, entanglement"
physics,2005,36,61,1612,0.037841,"network, node, graph, structure, community"
physics,2005,37,37,1612,0.022953,"group, social, agent, individual, dynamic"
physics,2005,38,23,1612,0.014268,"scale, turbulence, energy, turbulent, fluctuation"
physics,2005,39,55,1612,0.034119,"flow, fluid, velocity, vortex, wall"
physics,2005,40,16,1612,0.009926,"nonlinear, stability, dynamic, self, soliton"
physics,2005,41,82,1612,0.050868,"energy, calculation, theory, cluster, molecular"
physics,2005,42,0,1612,0.0,"response, domain, speed, ferroelectric, sound"
physics,2005,43,12,1612,0.007444,"space, earth, solar, observation, solar_wind"
physics,2005,44,23,1612,0.014268,"algorithm, numerical, scheme, optimization, computational"
physics,2005,45,67,1612,0.041563,"detector, sensor, resolution, detection, test"
physics,2005,46,38,1612,0.023573,"information, theory, event, physical, law"
physics,2005,47,34,1612,0.021092,"phase, temperature, transition, thermal, thermodynamic"
physics,2005,48,45,1612,0.027916,"plasma, particle, electron, density, shock"
physics,2005,49,170,1612,0.105459,"field, theory, particle, mass, gravitational"
physics,2006,0,30,1895,0.015831,"climate, atmospheric, event, wind, solar"
physics,2006,1,43,1895,0.022691,"transition, atomic, level, line, clock"
physics,2006,2,10,1895,0.005277,"band, graphene, charge, transport, edge"
physics,2006,3,26,1895,0.01372,"magnetic, spin, magnetic_field, field, effect"
physics,2006,4,91,1895,0.048021,"function, matrix, approximation, term, order"
physics,2006,5,1,1895,0.000528,"chiral, lens, mirror, meta, chirality"
physics,2006,6,38,1895,0.020053,"laser, pulse, electron, ray, intensity"
physics,2006,7,90,1895,0.047493,"distribution, correlation, stochastic, probability, random"
physics,2006,8,7,1895,0.003694,"interaction, body, particle, pair, long_range"
physics,2006,9,14,1895,0.007388,"diffusion, reaction, growth, rate, chemical"
physics,2006,10,38,1895,0.020053,"atom, trap, atomic, collision, optical"
physics,2006,11,32,1895,0.016887,"noise, measurement, signal, error, uncertainty"
physics,2006,12,44,1895,0.023219,"dynamic, excitation, molecule, molecular, coupling"
physics,2006,13,53,1895,0.027968,"population, city, epidemic, datum, urban"
physics,2006,14,22,1895,0.011609,"datum, prediction, neural_network, dataset, training"
physics,2006,15,25,1895,0.013193,"optical, spectral, light, detection, absorption"
physics,2006,16,6,1895,0.003166,"surface, water, machine_learning, interface, adsorption"
physics,2006,17,87,1895,0.04591,"physics, science, student, scientific, development"
physics,2006,18,11,1895,0.005805,"device, power, control, voltage, channel"
physics,2006,19,23,1895,0.012137,"layer, optical, film, plasmonic, nanoparticle"
physics,2006,20,6,1895,0.003166,"cost, technology, energy, storage, design"
physics,2006,21,34,1895,0.017942,"symmetry, space, topological, dimensional, lattice"
physics,2006,22,39,1895,0.02058,"cell, force, mechanical, motion, active"
physics,2006,23,56,1895,0.029551,"optical, mode, cavity, photonic, frequency"
physics,2006,24,48,1895,0.02533,"beam, accelerator, transverse, bunch, design"
physics,2006,25,7,1895,0.003694,"material, crystal, structure, property, structural"
physics,2006,26,28,1895,0.014776,"protein, star, dna, sequence, molecular"
physics,2006,27,40,1895,0.021108,"particle, liquid, droplet, dynamic, polymer"
physics,2006,28,54,1895,0.028496,"wave, frequency, polarization, amplitude, mode"
physics,2006,29,41,1895,0.021636,"energy, electron, proton, particle, target"
physics,2006,30,15,1895,0.007916,"ion, pressure, gas, mixture, pore"
physics,2006,31,15,1895,0.007916,"image, imaging, reconstruction, resolution, metasurface"
physics,2006,32,2,1895,0.001055,"radiation, source, emission, dose, antenna"
physics,2006,33,10,1895,0.005277,"neutron, background, nuclear, dark_matter, search"
physics,2006,34,54,1895,0.028496,"medium, acoustic, dielectric, metamaterial, propagation"
physics,2006,35,19,1895,0.010026,"quantum, photon, classical, qubit, entanglement"
physics,2006,36,74,1895,0.03905,"network, node, graph, structure, community"
physics,2006,37,30,1895,0.015831,"group, social, agent, individual, dynamic"
physics,2006,38,38,1895,0.020053,"scale, turbulence, energy, turbulent, fluctuation"
physics,2006,39,75,1895,0.039578,"flow, fluid, velocity, vortex, wall"
physics,2006,40,20,1895,0.010554,"nonlinear, stability, dynamic, self, soliton"
physics,2006,41,86,1895,0.045383,"energy, calculation, theory, cluster, molecular"
physics,2006,42,1,1895,0.000528,"response, domain, speed, ferroelectric, sound"
physics,2006,43,15,1895,0.007916,"space, earth, solar, observation, solar_wind"
physics,2006,44,39,1895,0.02058,"algorithm, numerical, scheme, optimization, computational"
physics,2006,45,72,1895,0.037995,"detector, sensor, resolution, detection, test"
physics,2006,46,36,1895,0.018997,"information, theory, event, physical, law"
physics,2006,47,37,1895,0.019525,"phase, temperature, transition, thermal, thermodynamic"
physics,2006,48,51,1895,0.026913,"plasma, particle, electron, density, shock"
physics,2006,49,162,1895,0.085488,"field, theory, particle, mass, gravitational"
physics,2007,0,39,2125,0.018353,"climate, atmospheric, event, wind, solar"
physics,2007,1,55,2125,0.025882,"transition, atomic, level, line, clock"
physics,2007,2,4,2125,0.001882,"band, graphene, charge, transport, edge"
physics,2007,3,14,2125,0.006588,"magnetic, spin, magnetic_field, field, effect"
physics,2007,4,104,2125,0.048941,"function, matrix, approximation, term, order"
physics,2007,5,1,2125,0.000471,"chiral, lens, mirror, meta, chirality"
physics,2007,6,30,2125,0.014118,"laser, pulse, electron, ray, intensity"
physics,2007,7,74,2125,0.034824,"distribution, correlation, stochastic, probability, random"
physics,2007,8,14,2125,0.006588,"interaction, body, particle, pair, long_range"
physics,2007,9,18,2125,0.008471,"diffusion, reaction, growth, rate, chemical"
physics,2007,10,44,2125,0.020706,"atom, trap, atomic, collision, optical"
physics,2007,11,26,2125,0.012235,"noise, measurement, signal, error, uncertainty"
physics,2007,12,62,2125,0.029176,"dynamic, excitation, molecule, molecular, coupling"
physics,2007,13,46,2125,0.021647,"population, city, epidemic, datum, urban"
physics,2007,14,28,2125,0.013176,"datum, prediction, neural_network, dataset, training"
physics,2007,15,32,2125,0.015059,"optical, spectral, light, detection, absorption"
physics,2007,16,8,2125,0.003765,"surface, water, machine_learning, interface, adsorption"
physics,2007,17,84,2125,0.039529,"physics, science, student, scientific, development"
physics,2007,18,23,2125,0.010824,"device, power, control, voltage, channel"
physics,2007,19,29,2125,0.013647,"layer, optical, film, plasmonic, nanoparticle"
physics,2007,20,11,2125,0.005176,"cost, technology, energy, storage, design"
physics,2007,21,18,2125,0.008471,"symmetry, space, topological, dimensional, lattice"
physics,2007,22,48,2125,0.022588,"cell, force, mechanical, motion, active"
physics,2007,23,66,2125,0.031059,"optical, mode, cavity, photonic, frequency"
physics,2007,24,26,2125,0.012235,"beam, accelerator, transverse, bunch, design"
physics,2007,25,4,2125,0.001882,"material, crystal, structure, property, structural"
physics,2007,26,37,2125,0.017412,"protein, star, dna, sequence, molecular"
physics,2007,27,54,2125,0.025412,"particle, liquid, droplet, dynamic, polymer"
physics,2007,28,72,2125,0.033882,"wave, frequency, polarization, amplitude, mode"
