subject,topic_id,window_from,window_to,rbo_sim,endpoint_drift,n_words_first,n_words_last,n_kept,n_removed,n_added,pct_kept,words_first,words_last,words_kept,words_added,words_removed
math,0,2000–2005,2020–2025,0.240062,0.759938,51,18,8,43,10,15.69,"graph, graphs, matroids, 2dom, aut, book, chromatic, circuit, cn, covered, covering, digraph, distinguishing, dom, domatic, edges, gg, half, hamilton, hedrite, hedrites, hereditary, heterochromatic, hypergraph, imbeddings, lambda, laplacian, lattice, ln, locally, minimalizable, number, polynomial, polynomials, quadrangularity, ranks, rceil, removing, routing, semisymmetric, sets, steiner, theta, thickness, tiled, tournaments, transfinite, tutte, unlabeled, vertex, vertices","edge, gg, graph, graphs, number, vertex, vertices, every, kk, coloring, mathcal, cal, chromatic, edges, ell, geq, hh, if","chromatic, edges, gg, graph, graphs, number, vertex, vertices","cal, coloring, edge, ell, every, geq, hh, if, kk, mathcal","2dom, aut, book, circuit, cn, covered, covering, digraph, distinguishing, dom, domatic, half, hamilton, hedrite, hedrites, hereditary, heterochromatic, hypergraph, imbeddings, lambda"
math,1,2000–2005,2020–2025,0.111284,0.888716,52,16,7,45,9,13.46,"operators, commuting, dilation, dilations, dunkl, transform, 1h, ast, bergman, biger, bounded, cr, cusps, doubling, f3, fh, fourier, hardy, hermitian, hoelder, hyperbolicity, hyperinvariant, inequality, invariant, lacunary, lunel, maximal, multivariable, operator, paley, pollard, qtext, randolph, restriction, sbd, schwartz, selfadjoint, shifts, sobolev, spaces, subspaces, svep, symbol, theorem, transaloid, tuples, umd, verduyn, weighted, weyl, zr, zygmund","hardy, infty, mathbb, operator, operators, spaces, weighted, bergman, sobolev, boundedness, frac, inequalities, mathcal, space, bar, varphi","bergman, hardy, operator, operators, sobolev, spaces, weighted","bar, boundedness, frac, inequalities, infty, mathbb, mathcal, space, varphi","1h, ast, biger, bounded, commuting, cr, cusps, dilation, dilations, doubling, dunkl, f3, fh, fourier, hermitian, hoelder, hyperbolicity, hyperinvariant, inequality, invariant"
math,2,2000–2005,2020–2025,0.430826,0.569174,44,16,10,34,6,22.73,"estimation, estimator, estimators, jackknife, parameter, regression, aggregation, air, asthma, beta, bic, censored, datum, demonstrates, effect, fiducial, gom, guessed, ifs, inference, jack, likelihood, location, mdma, meta, minimax, mmse, model, models, nonparametric, particulate, particulates, pdf, predictive, prior, probabilities, risk, sample, samples, shrinkage, size, treatment, variance, weibull","data, estimation, estimator, estimators, inference, regression, sample, models, causal, test, bayesian, testing, covariates, likelihood, model, treatment","estimation, estimator, estimators, inference, likelihood, model, models, regression, sample, treatment","bayesian, causal, covariates, data, test, testing","aggregation, air, asthma, beta, bic, censored, datum, demonstrates, effect, fiducial, gom, guessed, ifs, jack, jackknife, location, mdma, meta, minimax, mmse"
math,3,2000–2005,2020–2025,0.562233,0.437767,36,24,14,22,10,38.89,"knot, knots, invariants, link, links, manifold, manifolds, vassiliev, jones, alexander, bbb, branched, casson, concordance, dehn, fibred, fillings, heegaard, homology, hyperbolic, ieie, khovanov, knotted, legendrian, linking, morse, moves, polynomial, pretzel, ropelength, signature, skein, sphere, thurston, triangulation, virtual","homology, knot, knots, link, links, floer, invariants, manifolds, alexander, legendrian, alternating, contact, crossing, diagrams, heegaard, hyperbolic, jones, khovanov, ribbon, seifert, skein, slice, spheres, surgery","alexander, heegaard, homology, hyperbolic, invariants, jones, khovanov, knot, knots, legendrian, link, links, manifolds, skein","alternating, contact, crossing, diagrams, floer, ribbon, seifert, slice, spheres, surgery","bbb, branched, casson, concordance, dehn, fibred, fillings, ieie, knotted, linking, manifold, morse, moves, polynomial, pretzel, ropelength, signature, sphere, thurston, triangulation"
math,4,2000–2005,2020–2025,0.384694,0.615306,43,18,12,31,6,27.91,"groups, group, subgroups, artin, cat, free, solvable, subgroup, tits, amongst, approx0, aut, auter, automorphism, automorphisms, bergman, bestvina, combable, conjugacy, coset, coxeter, decompositions, det, diagram, dimension, fin, finite, finitely, frattini, gamma, generating, gg, jsj, maier, ncc, platonov, poset, precsim, psl, relator, thompson, virtually, vogtmann","finite, gg, group, groups, subgroup, subgroups, finitely, free, hyperbolic, artin, pp, abelian, aut, conjugacy, generated, mathbb, mathscr, thompson","artin, aut, conjugacy, finite, finitely, free, gg, group, groups, subgroup, subgroups, thompson","abelian, generated, hyperbolic, mathbb, mathscr, pp","amongst, approx0, auter, automorphism, automorphisms, bergman, bestvina, cat, combable, coset, coxeter, decompositions, det, diagram, dimension, fin, frattini, gamma, generating, jsj"
math,5,2000–2005,2020–2025,0.354127,0.645873,49,19,6,43,13,12.24,"control, systems, output, feedback, adaptation, adaptive, attainable, attitude, basic, cart, charactarized, compensators, domination, ellipsoid, engine, estimation, greitzer, inefficient, input, inverted, jet, lambda, laws, linearity, linearization, lyapunov, matching, monotonic, multivariable, nonholonomic, nonlinear, parametrization, pendulum, plus, prospective, regions, regulation, require, semimodules, semiring, shouten, spr, stabilizability, stall, surge, trailers, trajectory, unactuated, wagner","control, controller, mpc, system, systems, state, safety, koopman, nonlinear, based, design, feedback, predictive, time, constraints, input, linear, proposed, trajectory","control, feedback, input, nonlinear, systems, trajectory","based, constraints, controller, design, koopman, linear, mpc, predictive, proposed, safety, state, system, time","adaptation, adaptive, attainable, attitude, basic, cart, charactarized, compensators, domination, ellipsoid, engine, estimation, greitzer, inefficient, inverted, jet, lambda, laws, linearity, linearization"
math,6,2000–2005,2020–2025,0.513739,0.486261,41,29,10,31,19,24.39,"algebra, algebras, banach, crossed, completely, cuntz, krieger, unital, von, aa, amenability, ast, automorphisms, betti, ca, cal, cb, cl, flgee, gns, hf, hilbert, idgba, if, imprimitivity, meet, nest, oa, oc, operator, pi, rank, rieffel, rokhlin, rtimes, space, subalgebras, talamanca, tau, tracial, ultragraph","algebra, algebras, mathcal, unital, von, aa, group, leavitt, mathfrak, mathscr, neumann, nuclear, tracial, varphi, actions, amenable, ann, baer, banach, bf, bolda, crossed, groupoid, lht, mathrm, path, rtimes, tdz, ultragraph","aa, algebra, algebras, banach, crossed, rtimes, tracial, ultragraph, unital, von","actions, amenable, ann, baer, bf, bolda, group, groupoid, leavitt, lht, mathcal, mathfrak, mathrm, mathscr, neumann, nuclear, path, tdz, varphi","amenability, ast, automorphisms, betti, ca, cal, cb, cl, completely, cuntz, flgee, gns, hf, hilbert, idgba, if, imprimitivity, krieger, meet, nest"
math,7,2000–2005,2020–2025,0.659072,0.340928,39,24,12,27,12,30.77,"ideal, ring, ideals, rings, macaulay, cohen, fa, modules, rees, star, artinian, ast, bases, buchsbaum, cap, cl, closure, cohomology, computes, dim, ext, gins, glicci, gorenstein, grobner, intersection, janet, kunz, liaison, longmapsto, module, monomial, multr, noetherian, pommaret, qb, qfqf, rr, scr","ideal, ideals, ring, rings, rr, gorenstein, graded, macaulay, modules, monomial, cohen, injective, mathfrak, module, nilary, noetherian, operatorname, primary, prime, reg, rm, subseteq, underline, vartriangleleft","cohen, gorenstein, ideal, ideals, macaulay, module, modules, monomial, noetherian, ring, rings, rr","graded, injective, mathfrak, nilary, operatorname, primary, prime, reg, rm, subseteq, underline, vartriangleleft","artinian, ast, bases, buchsbaum, cap, cl, closure, cohomology, computes, dim, ext, fa, gins, glicci, grobner, intersection, janet, kunz, liaison, longmapsto"
math,8,2000–2005,2020–2025,0.122188,0.877812,39,23,7,32,16,17.95,"boundary, 0lu, 2uln, annuli, array, begin, bolle, damascelli, domains, ell, elliptic, equation, ergodic, fouler, ge, hyperplane, jensen, laplace, lemma, lll, lu, minima, monotonicity, moving, noncharacteristic, pacella, partial, pm, principle, problem, quasiconvex, quasiconvexity, regularity, solutions, symmetry, thin, touch, triangledown, unstable","elliptic, nabla, regularity, solutions, equation, begin, quad, frac, partial, boundary, end, text, div, du, equations, fractional, int, laplacian, mathbb, mathtt, mbox, nonlocal, parabolic","begin, boundary, elliptic, equation, partial, regularity, solutions","div, du, end, equations, frac, fractional, int, laplacian, mathbb, mathtt, mbox, nabla, nonlocal, parabolic, quad, text","0lu, 2uln, annuli, array, bolle, damascelli, domains, ell, ergodic, fouler, ge, hyperplane, jensen, laplace, lemma, lll, lu, minima, monotonicity, moving"
math,9,2000–2005,2020–2025,0.422182,0.577818,37,21,13,24,8,35.14,"surfaces, k3, moduli, curves, degree, birational, bundles, curve, enriques, genus, kodaira, singularities, surface, terminal, bundle, cc, corti, degeneration, dominable, fano, fat, fibration, fibre, general, hilb, kbm, nef, noether, pezzo, projective, quadrisecant, stable, supersingular, tautological, threefolds, varieties, varities","fano, moduli, surfaces, varieties, curves, k3, projective, mathbb, smooth, canonical, cubic, surface, bundles, curve, enriques, mathcal, singularities, stability, threefolds, variety, xx","bundles, curve, curves, enriques, fano, k3, moduli, projective, singularities, surface, surfaces, threefolds, varieties","canonical, cubic, mathbb, mathcal, smooth, stability, variety, xx","birational, bundle, cc, corti, degeneration, degree, dominable, fat, fibration, fibre, general, genus, hilb, kbm, kodaira, nef, noether, pezzo, quadrisecant, stable"
