subject,year_from,year_to,target_topic,n_sources,source_topics,source_sims,target_words
math,2011,2012,33,2,"[33, 61]","[0.6629, 0.3693]","categories, operads, category, operad, homotopy, cartesian, functors, monoidal, theory, fibrant"
math,2011,2012,18,2,"[18, 119]","[0.6043, 0.2236]","stochastic, equations, differential, driven, brownian, drift, partial, equation, uniqueness, sdes"
math,2011,2012,148,2,"[141, 148]","[0.2703, 0.2236]","ca, cellular, automata, automaton, rules, idempotent, linear, perturbations, speed, idempotents"
math,2011,2012,62,2,"[62, 94]","[0.3391, 0.3956]","game, games, player, spies, ln, floor, revolutionaries, play, maker, tokens"
math,2012,2013,34,2,"[9, 34]","[0.309, 0.6578]","curves, elliptic, over, selmer, curve, tate, 2rd, average, greicius, multiplication"
math,2012,2013,107,2,"[106, 107]","[0.2703, 0.4668]","population, bolthausen, mutation, trait, coalescent, sznitman, fitness, reproduction, process, populations"
math,2012,2013,43,2,"[43, 133]","[0.4294, 0.2236]","contact, lagrangian, symplectic, hamiltonian, hofer, lefschetz, convex, diffeomorphisms, cotangent, gromov"
math,2012,2013,18,2,"[18, 114]","[0.6174, 0.3686]","stochastic, differential, backward, equations, brownian, solution, bsdes, motion, driven, solutions"
math,2012,2013,62,2,"[62, 94]","[0.4343, 0.376]","game, players, player, cop, domination, number, mafia, lazy, dead, games"
math,2013,2014,18,2,"[18, 119]","[0.5761, 0.2686]","stochastic, equations, differential, driven, sdes, rough, solutions, heat, fractional, noise"
math,2013,2014,19,2,"[19, 37]","[0.3891, 0.2489]","element, galerkin, method, mesh, finite, discontinuous, methods, subdomains, dg, numerical"
math,2013,2014,100,2,"[100, 142]","[0.2867, 0.2703]","motivic, adams, monoidal, homotopy, syntomic, spectra, stable, category, differentials, fields"
math,2013,2014,69,2,"[69, 88]","[0.3929, 0.2961]","hecke, modules, specht, quantum, representations, algebra, lusztig, sl, algebras, laced"
math,2014,2015,129,2,"[129, 134]","[0.3633, 0.2703]","fractional, variation, conformable, gronwall, reymond, dubois, lderian, derivatives, noether, herglotz"
math,2014,2015,4,2,"[4, 72]","[0.8415, 0.5075]","groups, group, subgroups, subgroup, finite, gg, word, floyd, finitely, hyperbolic"
math,2014,2015,69,2,"[69, 130]","[0.2814, 0.3503]","frak, canonical, hecke, affine, sl, mathbf, lusztig, algebra, mathfrak, basis"
math,2014,2015,75,2,"[75, 135]","[0.2769, 0.2703]","boltzmann, vlasov, equation, spatially, equilibrium, inelastic, knudsen, collision, cutoff, soft"
math,2014,2015,13,2,"[13, 149]","[0.703, 0.4901]","dinger, schr, equation, waves, nonlinear, solitary, solutions, wave, posedness, energy"
math,2014,2015,88,2,"[88, 144]","[0.4196, 0.2417]","widehat, vertex, toroidal, gl, algebras, sl, twisted, superalgebras, operator, unitary"
math,2014,2015,58,2,"[58, 127]","[0.3257, 0.2703]","logics, logic, propositional, nonstandard, wo, modal, surprise, substitutions, provability, justification"
math,2015,2016,24,2,"[24, 71]","[0.5015, 0.24]","convex, gradient, primal, objective, algorithm, optimization, smooth, convergence, problems, proximal"
math,2015,2016,129,2,"[129, 134]","[0.3138, 0.3503]","fractional, noether, calculus, differences, caputo, mathtt, lagrange, variations, struve, delta"
math,2015,2016,43,2,"[43, 133]","[0.4608, 0.2236]","symplectic, contact, hamiltonian, lagrangian, symplectomorphism, manifolds, aspherical, symplectically, hf, action"
math,2015,2016,62,2,"[62, 94]","[0.5462, 0.5364]","game, games, pebble, tg, number, player, stacks, mh, rubik, players"
math,2016,2017,130,2,"[69, 130]","[0.376, 0.4625]","mathfrak, weight, modules, lie, realizations, howe, reductive, extended, diagrammatic, gl"
math,2016,2017,83,2,"[83, 144]","[0.2436, 0.2703]","gl, representations, textrm, local, adic, supercuspidal, langlands, sp, automorphic, arthur"
math,2016,2017,94,2,"[62, 94]","[0.4012, 0.4878]","player, games, game, strategies, gne, equilibrium, nash, information, players, stopping"
math,2017,2018,40,2,"[40, 130]","[0.5031, 0.3686]","mathfrak, lie, algebras, bihom, leibniz, mathbf, zinbiel, mid, nilpotent, subalgebras"
math,2017,2018,142,2,"[100, 142]","[0.2703, 0.3527]","motivic, motives, pic, equivariant, motive, zhegalkin, zebra, vissage, loeser, tate"
math,2017,2018,143,2,"[133, 143]","[0.3451, 0.6954]","hamilton, jacobi, viscosity, uniqueness, hamiltonians, begin, equation, hamiltonian, cases, end"
math,2017,2018,20,2,"[9, 20]","[0.2573, 0.8422]","surfaces, curvature, minimal, hypersurfaces, mathbb, mean, curves, euclidean, surface, constant"
math,2017,2018,87,2,"[87, 147]","[0.2854, 0.2703]","fracture, elasticity, energy, crack, elastic, strain, hydrogen, phase, minimizers, brittle"
math,2017,2018,94,2,"[62, 94]","[0.2053, 0.4614]","nash, games, aggregative, equilibrium, game, players, equilibria, agent, player, seeking"
math,2018,2019,4,2,"[4, 72]","[0.7124, 0.3406]","groups, group, subgroups, bullet, subgroup, mathrm, gg, finite, out, aut"
math,2018,2019,45,2,"[45, 56]","[0.3641, 0.2053]","vy, process, tflp, processes, brownian, motion, martingale, 2hk, hurst, self"
math,2018,2019,23,2,"[23, 73]","[0.7311, 0.2053]","banach, spaces, space, property, lip, operators, lipschitz, convex, greedy, phelps"
math,2019,2020,75,2,"[75, 135]","[0.2939, 0.3181]","vlasov, boltzmann, relativistic, cutoff, equation, poisson, 3d3d, maxwellian, landau, gevrey"
math,2019,2020,115,2,"[50, 115]","[0.2703, 0.3585]","body, problem, sin, cos, homoclinic, comet, dfrac, masses, planar, motions"
math,2020,2021,18,2,"[18, 119]","[0.7179, 0.2943]","stochastic, equations, differential, mathbf, driven, widehat, equation, noise, spdes, uniqueness"
math,2020,2021,4,2,"[4, 72]","[0.8269, 0.3074]","groups, group, subgroups, gg, hyperbolic, subgroup, finite, finitely, free, thompson"
math,2020,2021,130,2,"[69, 130]","[0.3503, 0.5739]","mathfrak, modules, whittaker, superalgebras, lie, superalgebra, osp, annihilator, periplectic, virasoro"
math,2021,2022,4,2,"[4, 72]","[0.8747, 0.4406]","groups, group, gg, subgroup, subgroups, finite, pp, finitely, hyperbolic, free"
math,2021,2022,29,2,"[29, 123]","[0.6599, 0.4486]","matrices, random, entries, matrix, ensemble, ensembles, ginibre, wigner, moments, dpps"
math,2021,2022,134,2,"[129, 134]","[0.309, 0.3709]","fractional, scheme, numerical, proposed, kober, lyi, corrector, derivative, predictor, caputo"
math,2022,2023,16,2,"[16, 138]","[0.6165, 0.2703]","quantum, state, states, optimization, retrodiction, classical, entanglement, algorithms, to, problems"
math,2022,2023,40,2,"[40, 55]","[0.4692, 0.3503]","lie, hom, algebras, poisson, bihom, superalgebras, algebra, transposed, pre, nilpotent"
math,2022,2023,94,2,"[62, 94]","[0.4327, 0.7742]","games, nash, game, equilibrium, players, player, information, equilibria, co, strategic"
math,2023,2024,32,2,"[32, 87]","[0.4288, 0.2703]","energy, power, storage, electricity, market, grid, optimization, ac, opf, renewable"
math,2023,2024,33,2,"[33, 127]","[0.6196, 0.3372]","categories, infty, category, mathcal, mathsf, operads, functor, cat, functors, lax"
math,2023,2024,4,2,"[4, 72]","[0.868, 0.2723]","groups, group, gg, subgroups, finite, subgroup, artin, free, hyperbolic, finitely"
math,2023,2024,75,2,"[75, 135]","[0.4701, 0.2146]","vlasov, boltzmann, landau, plasma, poisson, system, equation, kinetic, solutions, particle"
math,2023,2024,29,2,"[21, 29]","[0.2372, 0.5827]","matrices, random, matrix, hermitian, ensemble, distribution, entries, gaussian, wigner, eigenvalue"
math,2024,2025,23,2,"[23, 73]","[0.5777, 0.2891]","banach, spaces, lip, norm, space, ell, infty, greedy, lattices, mathcal"
math,2024,2025,88,2,"[69, 88]","[0.3585, 0.4995]","mathfrak, sl, widehat, gl, vertex, mathcal, algebras, algebra, affine, modules"
math,2024,2025,58,2,"[58, 85]","[0.5927, 0.2703]","mathsf, logic, logics, semantics, modal, s4, ik, logical, incompleteness, intuitionistic"
math,2024,2025,120,2,"[103, 120]","[0.2703, 0.6729]","mathcal, binom, families, intersecting, erd, frankl, rado, family, union, tt"
math,2024,2025,29,2,"[29, 123]","[0.7575, 0.4914]","matrices, random, matrix, entries, times, determinantal, ensemble, eigenvalue, ensembles, distribution"
