subject,topic_id,first_year,last_year,n_years,cosine_sim,ttd,words_first,words_last
math,0,2000,2025,26,0.157707,0.842293,"imbeddings, unlabeled, graphs, graph, hamilton, chromatic, theta, sets, locally, removing","graph, graphs, gg, vertex, vertices, number, edge, ell, every, chromatic"
math,1,2000,2025,26,0.035944,0.964056,"bounded, 1h, invariant, selfadjoint, qtext, operators, doubling, hermitian, bergman, f3","operators, spaces, hardy, mathbb, weighted, operator, frac, infty, varphi, bergman"
math,2,2001,2025,25,0.0,1.0,"mdma, asthma, jack, jackknife, particulate, meta, variance, air, particulates, demonstrates","causal, regression, estimator, estimation, data, estimators, inference, sample, likelihood, treatment"
math,3,2000,2025,26,0.328105,0.671895,"knots, vassiliev, invariants, knot, moves, fillings, legendrian, manifolds, dehn, manifold","knots, knot, links, skein, link, homology, manifolds, invariants, khovanov, alexander"
math,4,2000,2025,26,0.257902,0.742098,"diagram, groups, group, approx0, precsim, subgroups, gamma, thompson, det, platonov","groups, group, subgroups, subgroup, finite, gg, free, conjugacy, artin, pp"
math,5,2000,2025,26,0.167486,0.832514,"feedback, control, stall, output, surge, systems, engine, attainable, greitzer, jet","control, systems, predictive, state, mpc, system, controller, koopman, safety, nonlinear"
math,6,2000,2025,26,0.33449,0.66551,"algebras, idgba, algebra, krieger, cuntz, hilbert, cb, gns, rtimes, rieffel","algebras, algebra, mathcal, mathscr, rtimes, unital, actions, von, varphi, bolda"
math,7,2000,2025,26,0.176061,0.823939,"ideal, janet, pommaret, ideals, ext, cohomology, modules, grobner, bases, computes","ideals, rings, ideal, rr, ring, modules, noetherian, monomial, graded, operatorname"
math,8,2001,2025,24,0.0,1.0,"damascelli, 0lu, pacella, monotonicity, moving, laplace, lu, symmetry, hyperplane, noncharacteristic","solutions, elliptic, regularity, nabla, parabolic, laplacian, partial, nonlocal, div, equation"
math,9,2000,2025,26,0.036864,0.963136,"kodaira, dominable, cc, bundle, corti, bundles, moduli, varieties, tautological, varities","k3, surfaces, fano, moduli, varieties, curves, smooth, projective, surface, cubic"
math,10,2000,2025,26,0.085644,0.914356,"euler, geostrophic, 2d, averaged, motions, homoclinic, equations, id, lax, quasi","navier, stokes, equations, euler, solutions, compressible, initial, incompressible, viscosity, frac"
math,11,2000,2025,26,0.145472,0.854528,"hler, hyperk, metrics, qkt, manifolds, cal, metric, hyperkaehler, scalar, compatible","ricci, solitons, curvature, metrics, manifolds, einstein, hler, metric, nabla, flow"
math,12,2000,2025,26,0.180608,0.819392,"diffeomorphisms, entropy, alpha, arnold, maps, diff, periodic, expanding, twist, instability","entropy, shadowing, ergodic, measures, maps, map, anosov, dynamical, topological, measure"
math,13,2000,2025,26,0.003874,0.996126,"schwarzschild, johnson, solitons, asymptotic, inftyx, existence, inftyt, schrodinger, decaying, nls","dinger, schr, equation, solutions, nonlinear, ground, nls, critical, right, mass"
math,14,2001,2025,25,0.0,1.0,"scaled, self, cones, barrier, barriers, decomposes, symmetric, relaxations, irreducible, algebraic","optimization, problems, bilevel, programs, programming, problem, objective, robust, convex, solving"
math,15,2000,2025,26,0.0,1.0,"gustavson, scattering, normalization, anfer, bertrand, adjoint, au, perturbations, darboux, birkhoff","magnetic, operators, spectral, schr, dinger, eigenvalues, potentials, spectrum, operator, sturm"
math,16,2000,2025,26,0.257644,0.742356,"quantum, cal, poly, locality, hilbert, information, states, cocycle, appell, annihilation","quantum, state, states, classical, circuits, optimization, algorithms, qaoa, entanglement, algorithm"
math,17,2000,2025,26,0.250052,0.749948,"words, subsequence, quicksort, increasing, return, foata, continued, trees, longest, catalan","words, permutations, word, permutation, trees, pattern, dyck, paths, riordan, mathbf"
math,18,2003,2025,23,0.0,1.0,"hoelder, rough, brownian, continuity, enhanced, dis, modulus, lyons, support, motion","stochastic, noise, driven, sdes, differential, equations, partial, fractional, mathbf, drift"
math,19,2006,2025,20,0.090416,0.909584,"eigenvalue, extrapolation, element, quality, mixed, quadrilateral, functionals, winslow, approximations, orthogonality","element, meshes, mesh, error, method, finite, order, galerkin, numerical, discontinuous"
math,20,2000,2025,26,0.2848,0.7152,"surfaces, willmore, sphere, conformal, quaternionic, cmc, functional, projective, minimal, quaternions","surfaces, minimal, curvature, cmc, hypersurfaces, surface, immersions, mathbb, willmore, constant"
math,21,2000,2025,26,0.022228,0.977772,"statistics, rosenthal, inequalities, moment, analogues, rgensen, hoffmann, symmetric, khintchine, canonical","distribution, distributions, variables, random, copulas, extreme, statistics, dependence, gaussian, sum"
math,22,2000,2025,23,0.0,1.0,"givens, householder, dv2, orthonormal, integrators, fortran, transformations, suite, pay, techniques","matrix, tensor, rank, low, precision, algorithms, matrices, sparse, algorithm, error"
math,23,2000,2025,26,0.239291,0.760709,"banach, index, amn, bump, omega, rolle, isometric, pc, szlenk, ell","banach, spaces, lip, norm, space, ell, infty, greedy, lattices, mathcal"
math,24,2006,2025,18,0.0,1.0,"maximizer, extrema, deciding, never, straightforward, false, verified, minimizer, produces, dimensionality","gradient, convergence, optimization, methods, convex, nonconvex, stochastic, sgd, descent, algorithm"
math,25,2000,2025,26,0.221571,0.778429,"modular, maass, forms, ttt, selberg, period, eisenstein, cusp, gamma, rankin","ll, forms, modular, gl, hecke, cusp, eisenstein, mathrm, adic, maass"
math,26,2005,2025,20,0.063416,0.936584,"bus, traffic, facing, jammed, car, east, north, krbalek, cuernevaca, mexico","demand, instances, planning, traffic, charging, optimization, scheduling, problem, vehicle, network"
math,27,2000,2025,26,0.063416,0.936584,"tilting, grothendieck, object, rt, hereditary, ext, serre, noetherian, homomorphism, algebraically","categories, category, triangulated, tilting, algebras, cluster, balmer, subcategories, mathcal, modules"
math,28,2000,2025,26,0.166301,0.833699,"code, group, gf, self, dual, automorphism, codes, clifford, weight, tensor","codes, code, hamming, dna, latin, perfect, weight, linear, reed, distance"
math,29,2000,2025,26,0.086709,0.913291,"bt, hermite, la, random, probabilities, hermitian, jacobi, matrix, matrices, gaussian","matrices, random, matrix, entries, times, determinantal, ensemble, eigenvalue, ensembles, distribution"
math,30,2000,2025,26,0.112644,0.887356,"nonminimal, inequalities, eigenvalues, dirichlet, manifolds, weinberger, vibrating, operators, clamped, tauberian","eigenvalue, steklov, eigenvalues, laplacian, neumann, robin, dirichlet, domains, sharp, inequality"
math,31,2000,2025,25,0.0,1.0,"quenching, velocity, flames, identically, region, advection, amplitude, quench, incapable, profile","predator, species, diffusion, prey, population, dynamics, reaction, bifurcation, model, turing"
math,32,2010,2025,16,0.180608,0.819392,"renewable, power, cyber, scada, security, ems, attacks, consumers, failures, estimators","power, energy, electricity, storage, renewable, optimization, grid, generation, ac, system"
math,33,2000,2025,26,0.180833,0.819167,"homotopy, categories, category, simplicial, equivalences, comma, precats, definition, monoidal, cofibrations","infty, category, categories, operads, mathcal, categorical, functor, toposes, topos, enriched"
math,34,2000,2025,26,0.008657,0.991343,"heegner, conductor, polarized, nekovar, schappacher, parametrisations, abelian, surface, parametrisation, conductors","curves, elliptic, curve, mathbb, isogeny, over, torsion, ell, abelian, selmer"
math,35,2000,2025,26,0.022228,0.977772,"yor, asian, options, valuation, paris, dufresne, price, geman, laguerre, laplace","risk, market, asset, price, financial, optimal, reinsurance, dividend, portfolio, stopping"
math,36,2000,2025,25,0.053849,0.946151,"measurements, incident, acoustic, half, inverse, inaccessible, scatterers, guess, uniqueness, greatest","inverse, scattering, problem, medium, wave, source, transmission, elastic, measurements, boundary"
math,37,2004,2025,15,0.0,1.0,"jitter, dms, managed, pulse, ann, artificial, dispersion, methode, numerical, amplifiers","neural, pdes, physics, informed, learning, pinns, network, pde, training, data"
math,38,2000,2025,26,0.022228,0.977772,"bf, dot, isochronous, portrait, separatrices, integrable, systems, 2n, arnold, nearly","delay, hat, bifurcation, systems, vartheta, tori, invariant, kam, cycles, system"
math,39,2000,2025,26,0.022228,0.977772,"dirac, asymmetry, indicatrix, hole, geometrization, finslerian, black, slices, axisymmetric, cmc","spacetimes, spacetime, black, null, lorentzian, kerr, timelike, horizon, cosmological, causal"
math,40,2000,2025,26,0.213469,0.786531,"lie, nongraded, onsager, algebras, algebra, simple, associative, aa, constructional, structure","rota, lie, baxter, algebras, leibniz, superalgebras, mathfrak, algebra, nilpotent, derivations"
math,41,2000,2025,26,0.085644,0.914356,"pencils, monic, fredholm, inequality, let, bart, radius, codim, stability, factor","inequalities, inequality, mathcal, ij, radius, mean, polynomials, bmatrix, ji, matrices"
math,42,2000,2025,26,0.090416,0.909584,"holomorphy, meromorphic, domains, cr, complement, codimensional, extends, compact, edges, singularities","holomorphic, domains, mathbb, domain, mappings, metric, pseudoconvex, quasisymmetric, bergman, maps"
math,43,2000,2025,26,0.321061,0.678939,"symplectic, lagrangian, submanifolds, four, manifolds, fibrations, manifold, lefschetz, ruled, monodromy","symplectic, reeb, contact, lagrangian, floer, hamiltonian, manifolds, hofer, closed, homology"
math,44,2000,2025,26,0.294317,0.705683,"witten, gromov, invariants, cy3, brane, calabi, tinybbb, yau, smallbbb, branes","mirror, witten, invariants, vartheta, gromov, genus, theories, yau, calabi, toric"
math,45,2000,2025,25,0.135416,0.864584,"exponents, brownian, packs, intersection, planar, tx, ge, motions, papers, sided","le, brownian, processes, motion, process, fractional, ngfsp, align, time, changed"
