subject,threshold_stable,avg_pct_stable,avg_pct_evolve,avg_pct_merge,avg_pct_mismatch,avg_pct_disappear,total_merge_groups,total_new
cs,0.5,35.92,57.03,0.04,0.14,6.88,2,2732
