subject,year_from,year_to,n_topics_t,n_topics_t1,n_stable,n_evolve,n_merge,n_mismatch,n_disappear,n_merge_groups,n_new,pct_stable,pct_evolve,pct_merge,pct_mismatch,pct_disappear
cs,2000,2001,72,66,24,37,0,1,10,0,41,33.33,51.39,0.0,1.39,13.89
cs,2001,2002,66,90,21,34,0,0,11,0,69,31.82,51.52,0.0,0.0,16.67
cs,2002,2003,90,91,26,54,0,0,10,0,65,28.89,60.0,0.0,0.0,11.11
cs,2003,2004,91,93,17,61,0,1,12,0,75,18.68,67.03,0.0,1.1,13.19
cs,2004,2005,93,100,26,53,0,0,14,0,74,27.96,56.99,0.0,0.0,15.05
cs,2005,2006,100,98,24,63,0,0,13,0,74,24.0,63.0,0.0,0.0,13.0
cs,2006,2007,98,90,15,67,0,0,16,0,75,15.31,68.37,0.0,0.0,16.33
cs,2007,2008,90,95,21,60,0,0,9,0,74,23.33,66.67,0.0,0.0,10.0
cs,2008,2009,95,99,12,68,0,0,15,0,87,12.63,71.58,0.0,0.0,15.79
cs,2009,2010,99,117,30,55,0,0,14,0,87,30.3,55.56,0.0,0.0,14.14
cs,2010,2011,117,136,36,73,0,0,8,0,100,30.77,62.39,0.0,0.0,6.84
cs,2011,2012,136,156,38,92,0,0,6,0,118,27.94,67.65,0.0,0.0,4.41
cs,2012,2013,156,184,52,98,0,0,6,0,132,33.33,62.82,0.0,0.0,3.85
cs,2013,2014,184,186,47,125,0,0,12,0,139,25.54,67.93,0.0,0.0,6.52
cs,2014,2015,186,219,52,123,1,1,9,1,166,27.96,66.13,0.54,0.54,4.84
cs,2015,2016,219,242,89,123,0,0,7,0,153,40.64,56.16,0.0,0.0,3.2
cs,2016,2017,242,266,109,130,0,0,3,0,157,45.04,53.72,0.0,0.0,1.24
cs,2017,2018,266,270,116,149,0,0,1,0,154,43.61,56.02,0.0,0.0,0.38
cs,2018,2019,270,274,107,163,0,0,0,0,167,39.63,60.37,0.0,0.0,0.0
cs,2019,2020,274,276,138,133,0,0,3,0,138,50.36,48.54,0.0,0.0,1.09
cs,2020,2021,276,276,129,145,1,1,0,1,146,46.74,52.54,0.36,0.36,0.0
cs,2021,2022,276,276,131,144,0,0,1,0,145,47.46,52.17,0.0,0.0,0.36
cs,2022,2023,276,276,161,115,0,0,0,0,115,58.33,41.67,0.0,0.0,0.0
cs,2023,2024,276,276,173,103,0,0,0,0,103,62.68,37.32,0.0,0.0,0.0
cs,2024,2025,276,276,198,78,0,0,0,0,78,71.74,28.26,0.0,0.0,0.0
