subject,threshold_stable,avg_pct_stable,avg_pct_evolve,avg_pct_merge,avg_pct_mismatch,avg_pct_disappear,total_merge_groups,total_new
cs,0.5,60.21,37.76,0.0,0.0,2.03,0,479
