subject,year_from,year_to,topic_id,words
cs,2000,2001,0,"resettable, communicative, revision, rkf, canetti, belief, spud, snep, disambiguation, nonmonotonic"
cs,2000,2001,3,"terminology, color, cbir, bibliography, ing, reproduction, notation, dramati, heteroge, neous"
cs,2000,2001,4,"alarm, freq, win, spallation, didn, oak, interestingness, timing, sns, telecommunications"
cs,2000,2001,5,"uiml, belief, observable, purposeful, uis, maxi, rational, ccgolog, congolog, brainstorm"
cs,2000,2001,12,"systolic, neuron, brownian, gravitational, supermassive, attractor, milky, hole, particle, generalized"
cs,2000,2001,17,"noun, spam, tagger, naive, mbl, mail, thai, organising, corpus, wsd"
cs,2000,2001,20,"exactcolor, bhlevel, tower, pushpush, circularity, homology, automata, globular, npsb, aixi"
cs,2000,2001,25,"dialog, initiative, prosodic, das, prosody, voicexml, disguised, fia, unsolicited, mixed"
cs,2000,2001,27,"pipe, personalization, document, irex, spam, mail, web, ntcir2, act, indicative"
cs,2000,2001,28,"stabilizer, httpfs, clifford, file, curve, algebraic, repair, bch, directory, winnt"
cs,2000,2001,32,"olac, english, tdt2, switchboard, piro, corpus, web, immune, encyclopedia, native"
cs,2000,2001,35,"irr, rescaling, lsi, meyer, ando, merging, uniformity, infobase, lazyboosting, spohn"
cs,2000,2001,39,"solomonoff, aep, conditional, quicksort, law, entrenchment, lossy, simlab, mandelbrot, transition"
cs,2000,2001,40,"olfactory, spaceship, odor, optomotor, anemotaxis, turbulent, living, compositionality, moth, creature"
cs,2000,2001,46,"tango, esrf, genrator, xample, opc, corba, administration, philosophy, toolkit, interface"
cs,2001,2002,0,"revision, subcognitive, abduction, resettable, entailment, koncept, nonmonotonic, communicative, animat, belief"
cs,2001,2002,2,"gesture, coverbal, ulysse, timetabling, kinematical, cooccurrence, nontransitivity, prosodic, articulation, prosody"
cs,2001,2002,3,"gamut, parallelepiped, projector, color, display, colorimetric, quasiconvex, extrema, terminology, cbir"
cs,2001,2002,5,"prl, defeasibilitie, plannable, defeasible, alife, queen, uiml, belief, advice, superscript"
cs,2001,2002,7,"word, selectional, verb, noun, syntactic, japanese, basque, phrase, parser, anaphora"
cs,2001,2002,9,"service, guidebook, visitor, timeline, registry, sotto, skyserver, voce, uddi, observatory"
cs,2001,2002,10,"protocol, flipping, coin, oblivious, asynchronous, cleverer, lynch, exchange, impossibility, anonymous"
cs,2001,2002,11,"elicitation, price, trader, universalization, parrondo, return, stock, retailing, investment, anticorrelation"
cs,2001,2002,12,"systolic, interneuron, tot, neuron, disruption, interneron, tongue, x1000, brownian, tip"
cs,2001,2002,13,"dfw, rbfs, rbf, winkler, transform, radial, devise, fractional, helmholtz, burger"
cs,2001,2002,16,"database, maintenance, query, integrity, tableaux, subexpression, join, dag, sloan, szalay"
cs,2001,2002,17,"senseval, naive, noun, mbbc, spam, learner, turbine, tagger, muc, aircraft"
cs,2001,2002,18,"cooperator, prisoner, defector, invasion, dilemma, coexistence, nowak, cooperation, spatial, regime"
cs,2001,2002,19,"forkstack, fst, unsortable, oov, transcription, trigram, compression, hepatitis, stack, sortable"
cs,2001,2002,20,"lattice, automata, exactcolor, polynomial, rational, theory, bhlevel, tower, pushpush, universal"
cs,2001,2002,21,"coalitional, voter, manipulation, voting, criticality, multiagent, unweighted, plasticity, manipulable, excitatory"
cs,2001,2002,22,"testsuite, software, grammar, isaw, agtk, interface, debugging, ifpug, statechart, toolkit"
cs,2001,2002,23,"weave, mpd, semaphore, centrosymmetric, race, parallel, simd, recplay, ap1000, galaxy"
cs,2001,2002,25,"feeling, folding, dialog, monomer, initiative, prosodic, amino, hydrophilic, protein, folded"
cs,2001,2002,26,"rectilinear, planar, orderly, vertex, realizer, crossing, minimum, drawing, graph, confluent"
cs,2001,2002,27,"keyphrase, genex, document, personalization, voicexml, web, html, pipe, title, reader"
cs,2001,2002,28,"preparata, kerdock, interleaver, stabilizer, goethal, httpfs, code, ldc, mds, clifford"
cs,2001,2002,30,"baldwin, evolvability, xtag, icann, lamarckian, cle, intracellular, cellulat, organism, grammar"
cs,2001,2002,31,"rbf, bkm, reciprocity, boundary, knot, miss, cmp, bpm, collocation, nonsingular"
cs,2001,2002,32,"ellogon, patent, pmi, english, olac, japanese, lsa, toefl, synonym, linguist"
cs,2001,2002,34,"dihedral, instability, topological, cup, motion, projective, rotation, polymer, planner, enrs"
cs,2001,2002,36,"vrml, noncontiguous, collaboratorie, cable, corr, intracellular, telecommunications, scientific, laboratory, skyquery"
cs,2001,2002,37,"quantum, dirac, bsml, debugger, program, circuit, qma, gate, interchange, classical"
cs,2001,2002,38,"franklin, yung, letter, distortion, multichannel, quantizer, waart, achievable, multicast, desmedt"
cs,2001,2002,39,"mcl, rsann, razor, occam, repertoire, quantizer, solomonoff, random, savage, aep"
cs,2001,2002,44,"diff, extremal, minimizer, presortedness, asa, shuffling, synchronization, ownership, snadiopt, cfrule"
cs,2001,2002,48,"mpeg, secret, asgs, encryption, cryptosystem, cryptography, rijndael, sharing, security, event"
cs,2001,2002,49,"peer, nimrod, scheduling, grid, gridsim, tsia, beamline, unix, cup, mpich"
cs,2002,2003,0,"dempster, shafer, revision, belief, icmaus, cognition, liar, piece, metaconflict, default"
cs,2002,2003,1,"gotool, floyd, bidder, loglog, smoothed, bad, epsilon, rivest, algorithm, bid"
cs,2002,2003,2,"tape, gesture, coverbal, erobot, neurocomputer, motor, mental, sensory, ulysse, timetabling"
cs,2002,2003,4,"taiwan, dihedral, slab, circ77, taiex, causality, alarm, acute, stock, freq"
cs,2002,2003,5,"forager, belief, prl, defeasibilitie, plannable, defeasible, metareasoning, agent, mas, alife"
cs,2002,2003,6,"club, tcp, udp, multicast, ofp, topology, internet, theodolite, multipoint, mtus"
cs,2002,2003,7,"noun, modifier, paraphrase, icmaus, phrase, maintainer, word, verb, sp61, lexical"
cs,2002,2003,8,"polygon, piece, polyhedron, crease, flipturn, dissection, genus, brick, circle, gluing"
cs,2002,2003,11,"rho, return, 1990, market, price, strat, maker, apparatus, trader, stock"
cs,2002,2003,13,"strand, metalevel, dfw, rbfs, rbf, belief, winkler, transform, radial, expressiveness"
cs,2002,2003,14,"babar, site, web, slac, conference, wum, comdig, report, lab, disabled"
cs,2002,2003,16,"database, dpg, join, query, xml, computerized, atlas, maintenance, indexing, sauna"
cs,2002,2003,17,"redescription, asa, knn, motley, neighbor, naive, near, baye, developmental, senseval"
cs,2002,2003,19,"barnacle, transcription, oov, forkstack, subsequence, vocabulary, genome, lcs, spoken, fst"
cs,2002,2003,20,"nabla, polynomial, cryptosystem, covariant, algebraic, lattice, automata, integer, theorem, conjecture"
cs,2002,2003,21,"excitation, voting, coalitional, manipulation, voter, ann, manipulable, multiagent, cup, candidate"
cs,2002,2003,22,"debugging, software, atlas, interface, athena, ganga, mpich2, persistency, fiddle, grammar"
cs,2002,2003,24,"factorization, factored, lattice, backing, katz, mixture, parallel, discriminative, entire, event"
cs,2002,2003,25,"dialog, floor, foreign, participant, chatbot, hatter, feeling, teaching, conversational, regrouping"
cs,2002,2003,26,"hbox, vertex, digraph, planar, stretch, rectilinear, graph, cycle, bipartite, connectivity"
