subject,threshold_stable,avg_pct_stable,avg_pct_evolve,avg_pct_merge,avg_pct_mismatch,avg_pct_disappear,total_merge_groups,total_new
math,0.5,66.14,33.53,0.0,0.0,0.34,0,6
